"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1752012863538094459","Mon Jan 29 16:56:32 +0000 2024","140","TWITTER BANTUIN PLIS Karena tim terkait @ShopeeID ga kunjung kasih hasil siapa tau kalau tim warganet bisa cepat membantu penyelesaian kasus toko Shopee kami yang masih seumur jagung ini. Disclaimer: maaf ya temen2 kalau rada kasar sumpah udah gedeg muak bgt https://t.co/VwYgzc9hJJ","1752012863538094459","https://pbs.twimg.com/media/GFBmaRYa8AARUPU.jpg","","in","","9","22","91","https://twitter.com/masjidilhantam/status/1752012863538094459","129466549","masjidilhantam"
"1752931761649234133","Thu Feb 01 05:47:54 +0000 2024","67","#AsalBukan02 #GueMauSatuPutaran #prabowogibranmenangsatuputaran Jangan pilih capres yg terjerat kasus KORUPSI kalau terpilih jadi presiden bisa jadi nanti dia bakal lebih gila lagi KORUPSI nya apalagi berasal dari partai yg udah terkenal kader nya banyak yg korupsi. https://t.co/Cgy1Yz3bSg","1752931761649234133","https://pbs.twimg.com/ext_tw_video_thumb/1752931720721309696/pu/img/nELt_1mGkAnDtLtr.jpg","","in","","2","26","28","https://twitter.com/99propaganda/status/1752931761649234133","1427095335084515333","99propaganda"
"1753919048394637795","Sun Feb 04 01:37:41 +0000 2024","840","@convomf buset dah si tiara masih mau aja dalam kasus ini tiara sm aja kaya pelakor atau bkn ya? soalnya pas dia pacaran sm si alshad si pawang maung ini masih berstatus suami orang. https://t.co/MJrBH2awI8","1753955953995858209","https://pbs.twimg.com/media/GFdNpFHaQAA9HiP.jpg","convomf","in","( +62 ), dollete.","17","13","41","https://twitter.com/wonyscard/status/1753955953995858209","1469502875273363458","wonyscard"
"1753761279305769105","Sat Feb 03 12:44:06 +0000 2024","24","Ijin bos @vanc1Bozz kasus yg menimpa @annourcharity yang dipinjami uang cukup lama dan sulit ditagih dengan berbagai alasan hari ini sesuai janji di up akunnya upaya baik seperti dm dan kelonggaran waktu sudah kami berikan 2x24 jam demikian @abah_fajri @GaTypoLagi ini https://t.co/GZcXs4qY79","1753761279305769105","https://pbs.twimg.com/media/GFacWG2bMAAoZna.jpg","","in","Bandung, Jawa Barat","2","19","6","https://twitter.com/GreatAdjie/status/1753761279305769105","117701238","GreatAdjie"
"1752529930595021193","Wed Jan 31 03:11:10 +0000 2024","44","Ko bisa yaah Orang yg sudah masuk daftar di KPK kasus korupsi Masih bilang mau berantas korupsi?. https://t.co/9WtfQblCEL","1752529930595021193","https://pbs.twimg.com/ext_tw_video_thumb/1752529795949436928/pu/img/pCxn87Uhn2EwsDUA.jpg","","in","Flores ","5","16","15","https://twitter.com/Gi_N0ng/status/1752529930595021193","1266247282506166277","Gi_N0ng"
"1752629562612289747","Wed Jan 31 09:47:04 +0000 2024","16099","Struggle! FAKYU MALU BAT AJG Mbak kuliah atau kerja? Kuliah om Kuliah di mana mbak? Di ITB Oh yang kasus pinjol itu Mang paling betul gw jawabnya kuliah di kota gw bjir","1752629562612289747","","","in","Ganesha, Jatinangor, Cirebon","162","77","707","https://twitter.com/itbfess/status/1752629562612289747","1273190263121297409","itbfess"
"1753626463075717137","Sat Feb 03 04:53:10 +0000 2024","71","@Fahrihamzah MARGARITO AHLI HUKUM TATA NEGARA DIA NGAK AKAN FAHAM ANTARA ETIKA DAN HUKUM FAHRI LU MAU CARI PEMBENARAN SAJA KASUS MK INI SDH SANGAT2 JELAS LINGKARAN KELUARGA ANAK PAMAN BAPAK KENAPA SIH FIKIRAN KALIAN DAN NEGARA YG BESAR INI BISA DI KERDILKAN OLEH SATU KELUARGA(SI MUKIDI) https://t.co/JLIe7EcxRB","1753642764519227863","https://pbs.twimg.com/media/GFYwzHKbQAA1hB8.jpg","Fahrihamzah","in","Medan Kota, Indonesia","0","9","15","https://twitter.com/komar_rudi3508/status/1753642764519227863","1739310275474714624","komar_rudi3508"
"1751830811878510653","Mon Jan 29 04:53:07 +0000 2024","10881","-Ada konflik agraria malah bahas fpi -Ada police brutality malah bahas fpi -Ada pelemahan kpk malah bahas fpi -ada uu ite malah bahas fpi -ada uu ciptaker malah bahas fpi Ini negara akhirnya jadi tmpat playground kluarga dinasti ya karena lo nya brtahun2 ributin kasus yg salah","1751830811878510653","","","in","pyongyang","138","126","2887","https://twitter.com/barubikinlol/status/1751830811878510653","1709548702791352320","barubikinlol"
"1753667793705451643","Sat Feb 03 06:32:38 +0000 2024","760","Gue berharap saat itu emg org2 ga kemakan twist-an oknum jahat yg bikin narasi jauh dri apa maksud rony. Tapi kayaknya kasus sal sm ron beda deh? Klo pas foto kesebar keknya folls rony msh aman? Yg bikin turun itu kan setelah rony dikata blunder sm org2 karna omongannya di twist?","1753667793705451643","","","in","","14","17","69","https://twitter.com/allmyluvisrosie/status/1753667793705451643","1358255301250539522","allmyluvisrosie"
"1751821683965776363","Mon Jan 29 04:16:51 +0000 2024","14","ada yg bisa joki bikin kasus gitu engga ya? #zonauang","1751821683965776363","","","in","","2","93","2","https://twitter.com/ffatui/status/1751821683965776363","1134223695293980673","ffatui"
"1752121489405706643","Tue Jan 30 00:08:10 +0000 2024","4518","OTT ini Kamis malam tp diumumkan Senin Selama ini KPK lgsg mengumumkan 1x24 jam stlh OTT ini janggal. OTT melalui proses ada pengamatan &amp; telaah. Aneh ketika tdk ada Penyelenggara Negaranya dlm OTT yg sampai lebih 3 hari spt ini. Apakah ada pejabat yg sembunyi dlm kasus ini?","1752121489405706643","","","in","Jakarta Utara, DKI Jakarta","38","111","1842","https://twitter.com/nazaqistsha/status/1752121489405706643","139081308","nazaqistsha"
"1752841080503214358","Wed Jan 31 23:47:34 +0000 2024","5368","Menteri Yasonna Laoly Minta Masyarakat untuk Terus Mendesak Penuntasan Kasus Kerusuhan Mei 1998 https://t.co/LY3vzkSlz7 #TempoMetro","1752841080503214358","","","in","Indonesia","311","287","809","https://twitter.com/tempodotco/status/1752841080503214358","18129942","tempodotco"
"1752581397548838988","Wed Jan 31 09:11:48 +0000 2024","17","@Fahrihamzah Argumen org yg prnh terlibat kasus E-Ktp.. buat malu aja lu ntong @Fahrihamzah https://t.co/NzU7ZfRm07","1752620687343366568","https://pbs.twimg.com/ext_tw_video_thumb/1752620391905038336/pu/img/sI03zVBXVQ4J3K-7.jpg","Fahrihamzah","in","","0","3","11","https://twitter.com/Kang_Toniee/status/1752620687343366568","1605236412290588672","Kang_Toniee"
"1752694945130086738","Wed Jan 31 14:06:53 +0000 2024","2935","Hari ini saya menyampaikan keberatan dan ajukan Pemeriksaan Ulang atas kasus yang dilaporkan pada saya kemarin. Berdasar aturan ini adalah hak saya. Saya akan berjuang menegakkan hak-hak saya sesuai prosedur yang diperkenankan oleh aturan. https://t.co/SaV5wV9Wuy","1752694945130086738","https://pbs.twimg.com/media/GFLSwllaIAAm55K.jpg","","in","West Borneo, Indonesia","932","510","462","https://twitter.com/namasayamelki/status/1752694945130086738","1083640205318311938","namasayamelki"
"1753421722945225203","Fri Feb 02 14:14:50 +0000 2024","980","I stand with the victim. Melki memiliki hak utk merasa keberatan dan menempuh jalur hukum selanjutnya. Tp utk menormalisasi kasus KS yg sdh terbukti bersalah atas dasar narasi pembungkaman politik adalah hal yg salah. Jgn sampai aktivisme dijadikan benteng untuk tindakan asusila.","1753421722945225203","","","in","Bandung, Indonesia","19","4","200","https://twitter.com/RTPVX_/status/1753421722945225203","789396453634351104","RTPVX_"
"1751577692607303920","Sun Jan 28 12:07:19 +0000 2024","0","arek fisip unair heed my lecturer's words......... memori kasus ham jaman orba!!!!! https://t.co/qmrLp9F6KI","1751577692607303920","https://pbs.twimg.com/media/GE7aoGOboAAXsUj.jpg","","en","they/them","0","2","2","https://twitter.com/quiesmaelstrom/status/1751577692607303920","711895429","quiesmaelstrom"
"1754026458262192164","Sun Feb 04 06:17:50 +0000 2024","0","Nih ribut2 urusan istri ibu anak secara lisan. Langsung ke contoh kasus dongg","1754026458262192164","","","in","","0","1","0","https://twitter.com/notafattboy/status/1754026458262192164","1190627534326493184","notafattboy"
"1753953540241052158","Sun Feb 04 01:28:05 +0000 2024","40","Salah satu alasan Kami bersama Ijtima Ulama mendukung pasangan AMIN adalah karna pak Anies berkomitmen akan menuntaskan kasus KM 50. https://t.co/y6LwLaVdmb","1753953540241052158","https://pbs.twimg.com/ext_tw_video_thumb/1753953480447086592/pu/img/uJhFWt1vuTI6p58c.jpg","","in","","0","0","15","https://twitter.com/suara_km50/status/1753953540241052158","1627218627417243657","suara_km50"
"1753590525415022977","Sat Feb 03 01:25:36 +0000 2024","4910","Kandang Macan Ompong dan menantu Pak Lurah diobok² Abah Anies warga Medan Antusias sambut kedatangan Abah Anies tanpa dilemparin kaos dan susu tanpa dikasih uang Dan kubu yg ketauan cuci uang buzzernya lagi naikin kasus Korupsi Telkom Semangat #AMINkanIndonesia ️ https://t.co/toZZN4n8vj","1753590525415022977","https://pbs.twimg.com/ext_tw_video_thumb/1753590010518085633/pu/img/pA9LLvhzlSasHlPj.jpg","","in","🦉🤍","27","68","1558","https://twitter.com/AnKiiim_/status/1753590525415022977","1603276472814567425","AnKiiim_"
"1753707496970269135","Sat Feb 03 18:53:59 +0000 2024","1459","@piecrro Tretan : kasus babi kurma wanted FPI Shahnaz Sadiqah : selingkuh lewat aplikasi Go-Jek Ria ricis : ibu sableng bawa bayi naik jetski di laut Happy asmara : gak jadi di kawinin Denny caknan Dani Aditya : ( no komen ) gue masih pengen masuk surga ","1753854362659770762","","piecrro","in","cikarang","23","21","114","https://twitter.com/kkhoirussalam/status/1753854362659770762","211430798","kkhoirussalam"
"1753994147307078051","Sun Feb 04 04:09:27 +0000 2024","266","Lagi-lagi Barca dicurangi wasit?? Sahabatku tak perlu takut &amp; tak perlu gentar aku tahu orang yang tepat untuk mengurus ini semua. Lawyer Farhan fee £200jt/kasus. Hanya bisa dicalling hari Minggu (Karena Senin-Jumat sekolah Sabtu pramuka). Kita gulingkan LA Liga! ‍️ https://t.co/FR6qKF2JVj","1753994147307078051","https://pbs.twimg.com/media/GFdwYdQa0AAOLzO.jpg","","in","Indonesia","2","38","10","https://twitter.com/thejurgenholic/status/1753994147307078051","1637087245189656576","thejurgenholic"
"1753056907399422111","Thu Feb 01 14:05:11 +0000 2024","3609","Oh jadi SM ngumpulin bukti tentang kasusnya Seunghan tuh dari bulan Agustus yg pas Seunghan pertama kali kena kasus. Dan baru diserahkan ke tangan polisi bulan November (Seunghan kena 2x) jadi yg SM bakal take legal action di bulan Agustus tuh bukan omdo atau nakut2in org2 tapi https://t.co/q35lRNe2fJ","1753056907399422111","https://pbs.twimg.com/media/GFQb9J5W8AAhodZ.jpg","","in","cuma rest 2-3 bulan doang","250","21","976","https://twitter.com/makkulion/status/1753056907399422111","1199268437161177093","makkulion"
"1753408525471269132","Fri Feb 02 13:22:23 +0000 2024","1586","Mau cerita kasus pyometra yang agak aneh. Suatu hari ada kucing datang karena owner curiga pyometra. BSH fisik sehat ga demam selera makan bagus masih muda pula datang pun lagi birahi. Curiganya cuma karena kucing 3 kali dikawinin ga pernah bunting ","1753408525471269132","","","in","","56","20","318","https://twitter.com/txtdaripetfood/status/1753408525471269132","1223949062912634880","txtdaripetfood"
"1753343651479171367","Fri Feb 02 09:04:36 +0000 2024","17574"," buat dedek2 generasi mesin listrik cadangan alias genz yg pertama kali mau nyoblos plis bgt ini mah gausah lah lu pada videoin pas nyoblos jgn sampe di sini sama app sebelah ada kasus videoin pas nyoblos inget yak luber judil https://t.co/fTtE2J2j3m","1753343651479171367","https://pbs.twimg.com/media/GFUgwcabEAAbBHJ.jpg","","in","Indonesia","354","498","1372","https://twitter.com/tanyakanrl/status/1753343651479171367","1331650559518990336","tanyakanrl"
"1753033881593467275","Thu Feb 01 12:33:41 +0000 2024","521","PADA DEBAT TERAKHIR NANTI. TOLONG PROF @mohmahfudmd AGAK DI BUKALAH KASUS TRANSAKSI JANGGAL 349 TRILYUN DI KEMENTRIAN KEUANGAN ITU. SOALNYA KABAR YG KU DENGAR SKANDAL TERSEBUT MELIBATKAN BEBERAPA PEJABAT NEGARA DAN JUGA PARA ARTIS PENDUKUNG 02 SEPERTI RAFFI AHMAD . https://t.co/Yak6zyB7AX","1753033881593467275","https://pbs.twimg.com/media/GFQHBnybcAEhr_C.jpg","","in","","2","38","139","https://twitter.com/TheEagle_BEN/status/1753033881593467275","1244525884775653380","TheEagle_BEN"
"1753396624385265849","Fri Feb 02 12:35:06 +0000 2024","663","salah satu aktivis dari Universitas Brawijaya Munir Said Thalib menanti keadilan selama kurang lebih 19 tahun atas kasus kematiannya pada 7 September 2004. Sebagai mahasiswa melihat demokrasi yang sedang tidak baik baik saja saat ini apakah tetap mau diam saja? Braw!","1753396624385265849","","","in","","23","6","114","https://twitter.com/ub_mfs/status/1753396624385265849","2970636770","ub_mfs"
"1752335382107271621","Tue Jan 30 14:18:06 +0000 2024","1216","Netizen Sebut Fahri Hamzah Kalap: Saking Takutnya Kasus Benur Diungkap? https://t.co/7xmGurK898","1752335382107271621","","","in","","25","93","499","https://twitter.com/OposisiCerdas/status/1752335382107271621","887743587579944960","OposisiCerdas"
"1753212350503829943","Fri Feb 02 00:22:52 +0000 2024","309","KPK telah memulai penyidikan terhadap kasus dugaan korupsi pengadaan barang dan jasa di PT Sigma Cipta Caraka (Telkom Sigma) anak usaha TLKM dengan potensi kerugian Rp 200 miliar. KPK telah menetapkan sebanyak enam orang tersangka.: Bisnis","1753212350503829943","","","in","Indonesia","26","18","71","https://twitter.com/doktermarket/status/1753212350503829943","311312187","doktermarket"
"1752713973781401677","Wed Jan 31 15:22:29 +0000 2024","1002","Misal ada kasus pasien BPJS periksa ke dokter Jantung dan dokter memberikan resep yg berisi = Clopidogrel 30 tab Aspilet 30 tab Candesartan 16 mg 30 tab Amlodipin 10mg 30tab Nitrocaf retard 60kapsul Lansoprazole 30 kaps Episan sirup 1 botol Bisoprolol 10mg 30tab Atorvastatin ","1752713973781401677","","","in","","14","26","263","https://twitter.com/valiisaa/status/1752713973781401677","233470506","valiisaa"
"1754034356216320266","Sun Feb 04 06:49:13 +0000 2024","0","; ngapain aja kok ngga bales chat? ; oh sorry aku lagi mecahin kasus kriminal https://t.co/ATaVIpebo0","1754034356216320266","https://pbs.twimg.com/media/GFeU7bCa4AIFIjq.jpg","","in","decelis academy ","0","0","0","https://twitter.com/aephordite/status/1754034356216320266","1656874744145408002","aephordite"
"1752592055120121870","Wed Jan 31 07:18:02 +0000 2024","506","True. Pendidikan dokter spesialis pun UI yg paling murah paling reasonable biayanya dan keliatan jelas uang yg dibayarkan itu jadi apa. Ilmunya jg paling jelas. Scr gw sering bgt terima pasien2 rujukan baik yg fresh case maupun yg komplikasi pasca tindakan kasus fresh yg","1752592055120121870","","","in","Hospitals.","29","4","67","https://twitter.com/incitu/status/1752592055120121870","1370325994486198272","incitu"
"1751429285901111364","Sun Jan 28 02:17:36 +0000 2024","171","Bagaimana mungkin mereka akan mengurus negara apalagi rakyat dengan baik apalagi TULUS jika isinya orang-orang tersandera kasus?!? #AsalBukanPrabowoGibran https://t.co/IvhxCQTX9X","1751429285901111364","https://pbs.twimg.com/ext_tw_video_thumb/1751429254938873856/pu/img/M6PuEGwzSPeRJ1F7.jpg","","in","","6","28","62","https://twitter.com/_riverheaven/status/1751429285901111364","975389335775199232","_riverheaven"
"1752255578058224033","Tue Jan 30 09:00:59 +0000 2024","1719","Netizen Sebut Fahri Hamzah Kalap: Saking Takutnya Kasus Benur Diungkap? https://t.co/a7IyrjxlUo","1752255578058224033","","","in","Indonesia","28","51","621","https://twitter.com/geloraco/status/1752255578058224033","3319260420","geloraco"
"1753302997709570071","Fri Feb 02 07:12:28 +0000 2024","354","@tanyarlfes Kasus mutilasi ponakan yang terjadi pada Kamis (18/1) ini menjadi sorotan karena pelaku melakukan tindakan tersebut tanpa adanya konflik sebelumnya dengan keluarga korban. https://t.co/NaKk61UHao","1753315430763233772","","tanyarlfes","in","Indonesia","21","71","35","https://twitter.com/baperanewscom/status/1753315430763233772","1608725343850082305","baperanewscom"
"1752570784420372891","Wed Jan 31 05:53:30 +0000 2024","4448","sejahat jahatnya ni kasus melki adalah: 1. melki adalah KETUA BEM 2. ketika tahap pemeriksaan melki dinonaktifkan sebagai ketua bem tapi masih hadir di forum2 dan pakai status tsb 3. covering media atas kasus melki 4. kesediaan aktivis2 masih mau satu forum sama melki ^_^","1752570784420372891","","","in","","52","19","783","https://twitter.com/t___tsaltsa/status/1752570784420372891","1860618548","t___tsaltsa"
