parse_text,parse_name
"['yuhuu', 'aku', 'bakal', 'update', 'persidangan', 'manipulasi', 'harga', 'saham', 'sm', 'ini', 'lebih', 'ke', 'kakao', 'vs', 'hybe', 'inget', 'kan', 'dari', 'banyaknya', 'pelaku', 'yang', 'dipenjara', 'siapa', 'cuma', 'bapak', 'ini', 'bae', 'jaehyun', 'bukan', 'bae', 'joohyun', 'kepala', 'investasinya', 'kakao', 'tapi', 'ditahannya', 'cuma', 'bln', 'njir', 'awokwok', 'bentar', 'amat', 'httpstcoMxZzpcnDwN']",['termatcha']
"['What', 'are', 'five', 'topics', 'you', 'can', 'talk', 'about', 'for', 'minutes', 'with', 'zero', 'prep', 'Taylor', 'Swift', 'Math', 'vs', 'Statistics', 'vs', 'Actuary', 'Kartu', 'kredit', 'Investasi', 'Saham', 'amp', 'Reksadana', 'Public', 'transportation', 'Seoul']",['likelihoodrato']
"['Good', 'one', 'httpstcohAtjCfoU']",['majusaham']
"['Ekonomi', 'gig', 'yg', 'selalu', 'dipujapuji', 'sebagai', 'ekonomi', 'masa', 'depan', 'dan', 'pembawa', 'kesejahteraan', 'tak', 'seindah', 'yg', 'dituturkan', 'oleh', 'para', 'spekulan', 'saham', 'atau', 'majikan', 'Nasib', 'ojol', 'seperti', 'yang', 'diwartakan', 'banyak', 'media', 'menghadapi', 'kondisi', 'kerja', 'yg', 'buruk', 'dan', 'menerima', 'pemasukan', 'tidak', 'sepadan', 'httpstcoYHqmIgIp']",['IdTrimurti']
"['profesorsaham', 'Kepencet', 'Buy', 'Scatter']",['ichsanbaim']
"['profesorsaham', 'sell', 'on', 'news']",['msrrohman']
"['Yg', 'ngerti', 'saham', 'nih', 'Pada', 'kompak', 'tuh', 'berubah', 'warna', 'jadi', 'merah', 'Tau', 'kan', 'arti', 'merah', 'Hahaha', 'httpstcoAqjKFGJC']",['keepitseigi']
"['profesorsaham', 'Tim', 'nyimak']",['pengendisayan']
"['mandalaurieann', 'profesorsaham', 'NAMA', 'Beauty']",['atieess']
"['rek', 'kalo', 'mau', 'invest', 'di', 'saham', 'US', 'pake', 'aplikasi', 'apa', 'ya', 'biasanya']",['sbyfess']
"['Valuasi', 'Saham', 'Demystified', 'a', 'podcast', 'by', 'Christian', 'CFA', 'Feb', 'at', 'PM', 'Join', 'now', 'httpstcofSmjOjs', 'FREE', 'httpstcoKLqvCxIDiI']",['axlarry']
"['Kerajaan', 'Sarawak', 'akan', 'memuktamadkan', 'penambahan', 'pegangan', 'saham', 'mereka', 'di', 'dalam', 'Affin', 'Bank', 'Berhad', 'dalam', 'masa', 'terdekat', 'Premier', 'Sarawak', 'Abang', 'Jo', 'berkata', 'pihaknya', 'kini', 'masih', 'lagi', 'berunding', 'bersama', 'pihak', 'Affin', 'Bank', 'dan', 'LTAT', 'httpstcoZGRIeBqLIK']",['datukhensem']
"['MY', 'STOCKS', 'PICK', 'MYX', 'BURSA', 'MALAYSIA', 'DISCLAIMER', 'THIS', 'ISNT', 'A', 'BUY', 'CALL', 'ITS', 'MY', 'LISTING', 'DO', 'YOUR', 'OWN', 'ANALYSIS', 'TRADE', 'AT', 'YOUR', 'OWN', 'RISK', 'httpstcoqSkWpZrJO', 'MYX', 'BME', 'BursaMalaysia', 'Bursa', 'Malaysia', 'KualaLumpur', 'stock', 'equity', 'saham', 'exchange', 'trade', 'market', 'syariah', 'httpstcopMvqlgGjU']",['niagapasar']
"['Sahamfess', 'UNTD']",['feegaprynto']
"['profesorsaham', 'Sell', 'in', 'good', 'news']",['morethanlifee']
"['profesorsaham', 'The', 'heck', 'did', 'I', 'just', 'watch']",['xhydarnus']
"['ChaserZHANGHAO', 'Hi', 'hao', 'minta', 'saham', 'perusahaan', 'papa', 'kamu']",['ChaserROWOON']
"['Thanks', 'to', 'Bumble', 'httpstcocULwHECx']",['SahamReceh']
"['Sdf', 'Rekomen', 'saham', 'buat', 'jangka', 'panjang', 'dong', 'slain', 'bbca', 'dan', 'bbri', 'apa', 'ya']",['darjofess']
"['profesorsaham', 'masih', 'profesional', 'sih', 'itu', 'httpstcovnUEwTtNm']",['vesuuya']
"['Per', 'negatif', 'Pbv', 'tinggi', 'Sahamnya', 'httpstcoJuQPQPv']",['TradingDiary']
['httpstcoRhTQlzoK'],['sahamaljomaih']
"['profesorsaham', 'bung', 'towel']",['konglomarket']
